id,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
11,0.15167487973275118,0.31172206779554823,0.24848913981446574,0.743946292572677,0.03353243473577938,0.5698896848713165,0.7624586857406905,0.8767656367617495,0.34208174871590746,0.8212573046720129
12,0.06489927953840946,0.46572557766749756,0.2402450184643039,0.46980432144868156,0.45546557200636173,0.582144802814742,0.35677049034925123,0.16427044945592806,0.5037194345899563,0.8302028843457621
13,0.13837856254191838,0.7481617990286962,0.46965425695162355,0.7829341727398672,0.7462548943502054,0.6046127135052216,0.6863666065786795,0.01835572437914179,0.31177764680502196,0.6378221792594102
14,0.011871346669359295,0.3006556405607441,0.5780750491848317,0.37593837540329333,0.5348727557587553,0.8765981188350187,0.9124850542303685,0.2659740646541121,0.4621404732699007,0.5491440152414512
15,0.25218198181926943,0.20371739327766658,0.3403848376775491,0.4765679435800185,0.2960655100389471,0.5149294953924828,0.16537042551318593,0.9777128128254999,0.10792455496499387,0.9319441396543721
16,0.7925951162883833,0.9078987937796194,0.9437015928202208,0.9601356044054472,0.5214596387214719,0.9773079079915037,0.7573102071344389,0.1616714362369619,0.47690010646797,0.718331175372004
17,0.3430440057930102,0.4107004005865431,0.7204160690923429,0.5115361942347918,0.9435652171569769,0.04188039383877551,0.5030683226320282,0.5842247888317181,0.9201969860742739,0.049158523621427586
18,0.31318205070363514,0.17884106850779935,0.9019161078378828,0.39718688631712884,0.24527930497436734,0.4484078410159329,0.32053616680649555,0.744419253813326,0.9712199118854944,0.4380336566976468
19,0.30779583168074565,0.9137884438732593,0.952815017002506,0.32674254203004083,0.35442494879305486,0.5056341534219588,0.9411208125336735,0.8763194331423115,0.1025679625835898,0.3927307432714162
20,0.15636214164487505,0.751798163586933,0.5682686162687683,0.2746658697879054,0.4744349141471741,0.3337765970697978,0.5793134027884609,0.8890006108146659,0.569304984412202,0.631722418326584
21,0.8275378955668743,0.733614380561402,0.7693048936413398,0.011031264428647214,0.4161539981797615,0.4813441516353236,0.019192276823056686,0.2598132087450342,0.760289823122135,0.13710970572899905
22,0.010284495935692028,0.7160499732421445,0.7062461625552622,0.6226895409497974,0.9901088460868658,0.31187943576372523,0.3399718637932482,0.07893940294655555,0.44279813654373745,0.2610485262348481
23,0.19267639648670032,0.12907124693088146,0.29785939839021125,0.7800480870400435,0.4716263651952617,0.22748160369353998,0.1661849996097492,0.3327294765103791,0.9399243728857088,0.3430267125900244
24,0.9150900684070432,0.53302886724614,0.157954822835348,0.6958991181688025,0.7932613504382544,0.31676167706752667,0.857179256998753,0.9061432547657664,0.2769044873778089,0.9835214727152221
25,0.6360960464095422,0.9132869475762367,0.6125734683448192,0.873698593466345,0.7239730554660938,0.12055841640369025,0.9024533072858417,0.06644384435577488,0.5339674725477638,0.14213712379345766
26,0.22120944181960223,0.987668007996647,0.9440593396866133,0.0394268113685059,0.7055751725156885,0.9252483174156658,0.18057534512733353,0.5679452305526295,0.9154882975880418,0.03394597858579884
27,0.849034513283473,0.5215995129911216,0.9332764123790667,0.8060165046030691,0.6929717937736674,0.005025503365311934,0.42782345663824994,0.1974862816520323,0.9107979110488678,0.17458398467636027
28,0.2725577488154005,0.8715456807081264,0.48499228457749954,0.30557645932782573,0.5176389356894345,0.3819580190452688,0.5643010646698302,0.11453286832634824,0.9969905028125511,0.42555587769671754
29,0.46503532473067277,0.6898960033133608,0.8839977768711867,0.20698630300011955,0.918193158461703,0.8151802319698891,0.9788560151782346,0.8802517732816871,0.27993732969190666,0.10595591134404769
30,0.27528821345186016,0.15620656868662197,0.6359403268267109,0.5993021161394377,0.17935601028924097,0.7051391455705633,0.4551719917336564,0.6677605916031529,0.8373670797701507,0.16972842857692316
31,0.23605046334646396,0.07349674733001266,0.16975790508754074,0.5197739485560177,0.3370031764312863,0.8288833658826095,0.43088752366180594,0.2487142725876299,0.61714498660403,0.7067772168854458
32,0.49651542223060485,0.12331849107529225,0.40097032668835175,0.3507097879920843,0.7728400834265033,0.8031705116327311,0.153412882389088,0.3665511873792262,0.3733531610318317,0.15141044393608505
33,0.9754103676847451,0.57356328002671,0.3416411126906018,0.6484645569002371,0.06844070924262613,0.8973973183215863,0.11938101133819679,0.32784283788581825,0.8157453806261209,0.5973123783307118
34,0.6114636112256608,0.6784999682926378,0.31754970025758844,0.8481092350156301,0.9471614629002478,0.8848551176960043,0.7390669759393725,0.27746467972495403,0.28161604210563174,0.9633603204460379
35,0.18610141784627732,0.8026433097957104,0.45818688673789265,0.4829688720853552,0.13347997241594378,0.08060151375712465,0.7279393069737652,0.49646115235529975,0.43685070261517955,0.7295082286523967
36,0.503072600271609,0.08291458139448116,0.6200013334774084,0.34022299445125703,0.8559251895912978,0.4346781483164702,0.1928396089422456,0.19110562269114495,0.7687641807211604,0.2655875983073599
37,0.4173829418004733,0.14431204368748152,0.09355940691233555,0.0166715505996331,0.8735342642452146,0.23647491223869455,0.21150674928176805,0.7360354004260655,0.32001611308739175,0.5060446924118366
38,0.286660581287023,0.36695783181699526,0.08389796062890931,0.05227637227220572,0.25345712967301626,0.07424685933054576,0.1037747086347407,0.8129284053939371,0.0388736970166893,0.6589427939347428
39,0.13882717264941014,0.6408747448032146,0.18188008439914483,0.3456672833238632,0.8967884099060118,0.47396164026287235,0.6675577385210272,0.17231987120162984,0.19228901880867078,0.04086861626647886
40,0.45129411302925493,0.1834421964034345,0.8549740195614743,0.8825598767723473,0.4663097561401701,0.07569972730978747,0.38782608991693124,0.8035376594626034,0.9017740285462287,0.20347274249759584
41,0.08279866792512647,0.6031521094663882,0.24534910968132095,0.38929561404197655,0.28869373677069987,0.35567271646494913,0.7190459051842455,0.297121715623175,0.5664046402968972,0.47605040219909966
42,0.2708063280369726,0.2475597702798864,0.06252629574284574,0.45894051659682034,0.7327334747861651,0.6067317247174364,0.6728716685980798,0.08114917853623915,0.9514907101767872,0.8384918338430248
43,0.0093449534862442,0.03297694368259341,0.8518879824703832,0.6840248616920718,0.26536973312034395,0.687962840118709,0.7924566691392633,0.30679428311010126,0.03603737749918745,0.9327791246877345
44,0.17925561190779005,0.8000034817636814,0.5527070757185453,0.3965536819899632,0.13171502857909356,0.8652957589089124,0.15727320817971535,0.30978785920909924,0.2900455319624369,0.8714140341908543
45,0.07623921797356448,0.274703815047892,0.8069654908839936,0.45966487040266124,0.5465771420322949,0.43281600220946925,0.04389994264300512,0.16574977982015593,0.4455416387418909,0.20918546540792782
46,0.33473532657927907,0.6954884591776503,0.698635589431956,0.7039359073278308,0.4925218540205084,0.914886150121504,0.4891965179806156,0.4502651934966382,0.199380819010627,0.3076550873563365
47,0.8036934518773025,0.8178220735661906,0.9789473558546619,0.5018695310245037,0.45495687972773713,0.7534756054464806,0.13247065634192656,0.5469155137931242,0.5462476001308509,0.08947312281038722
48,0.18527685033354002,0.5412701109416781,0.645572181427428,0.0455851579486688,0.9459708898455993,0.842165376650381,0.2966124821570931,0.07718753022646796,0.16988707321905727,0.12694441375497267
49,0.15633143839283858,0.4370337254497708,0.3968893930890396,0.7435442696372946,0.5807371397973519,0.3881330810022493,0.17076028345038563,0.22683710232549514,0.575501018469059,0.42343880489979246
50,0.2948172383467669,0.3545482088286074,0.5645940812903215,0.25232274426374524,0.9152899403792739,0.2656855648662635,0.8958157315601947,0.10347506364658465,0.6565627023996523,0.9069855184382437
51,0.8958121013985787,0.05778819701986415,0.14065333923366674,0.7166319367020314,0.43728164824461757,0.40354862081368836,0.13696663454423585,0.5067700407177881,0.12654531119637724,0.4766204563105404
52,0.8393384923560023,0.003819922658583108,0.24682386920190225,0.7409040561520714,0.3162701497293068,0.10189238806601353,0.3602339188004279,0.27039328638452553,0.8427119021605549,0.31334791758514313
53,0.6522811128184463,0.4051971425753297,0.5960435954776472,0.10745055262890812,0.016912799921607324,0.9095644273803012,0.2696300087671828,0.8196770027804591,0.9993503004722002,0.21143125799891116
54,0.7948113035416484,0.5026370931051921,0.5769038846263591,0.4925176938188639,0.1952429877980445,0.7224521152615053,0.2807723624408558,0.02431596643145384,0.6454722959071678,0.17711067940704894
55,0.0516817211686077,0.531354631568148,0.5406351216101065,0.6374299014982066,0.7260913337226615,0.9758520794625346,0.5163003483011953,0.32295647294124596,0.7951861947687037,0.2708322512620742
56,0.052825893908602484,0.6258411949823758,0.05450927741371958,0.8364397373761233,0.5119386306819278,0.5270076245815337,0.5615945077121942,0.17081370630621073,0.19769030311448754,0.3188173228730047
57,0.03142918568673425,0.6364104112637804,0.3143559810763267,0.5085706911647028,0.907566473926093,0.24929222914887494,0.41038292303562973,0.7555511385430487,0.22879816549162246,0.07697990982879299
58,0.7539619035967839,0.8049067768414386,0.0180065556004545,0.962810357074026,0.7266709920703233,0.3047510953861333,0.8293946648588469,0.28152119841492995,0.872753839566128,0.11258039041193701
59,0.19128915669651436,0.40740527161134876,0.9369492539086954,0.3772519857156954,0.6640741211998341,0.25508722242139814,0.12703357597323173,0.05853660008005013,0.30541349854275135,0.15766102679690797
60,0.19524060295649204,0.34534195224488784,0.3356104542698427,0.9785254683891406,0.8565372237479268,0.7011698615902597,0.7270567616153901,0.5620727944025711,0.9470906671085191,0.49625875288236154
61,0.9540510272587224,0.60617463445088,0.22864280550346272,0.6717006844058567,0.6181282404578958,0.3581627180328405,0.11355759219962902,0.6715731955927996,0.5203077009037933,0.7723183917356393
62,0.19225791846809193,0.3094695490886009,0.974904272810235,0.4111134169948486,0.44471277685833577,0.57654498995114,0.9833407684142266,0.241601276435763,0.6812821105324338,0.7159846935417241
63,0.7756118509253275,0.9644766539008116,0.2037664591276891,0.5233296311947413,0.28713795808457554,0.7928544190338394,0.5775933658811575,0.6345824175503038,0.7979141596158941,0.3959704726624549
64,0.5935752544142979,0.12711049086702397,0.427541855359712,0.1608602934850979,0.7003478888665695,0.7588681344179496,0.10579652027279896,0.5061398526946443,0.8146250560259172,0.9361630415509965
65,0.9344107945712148,0.04846423247582232,0.21027617790186137,0.565888605101759,0.6155526231931792,0.03955750656261314,0.4030387579071322,0.6491539648308727,0.6980705464034016,0.6381399025162693
66,0.11323122325912538,0.4063664052774615,0.4850729091426954,0.5408270639715397,0.8183606413952167,0.1716781950432169,0.8078314518266223,0.6928784276966522,0.5558708141989593,0.6995278704025719
67,0.43372370283142103,0.41209360963253916,0.03561215027284148,0.4979763025873932,0.5541697216110001,0.5588408709546665,0.7070311693228843,0.17748183499101178,0.2522231342306188,0.8107304652304127
68,0.5325894325515859,0.05182353682242691,0.3366042781939206,0.13441467693897424,0.06337497047276774,0.9899602323899452,0.32235384497472297,0.8098744458546349,0.25464065476376385,0.6815027222239293
69,0.6073244167930659,0.08857833963664408,0.6768722758275765,0.06409471103617548,0.5961426495498969,0.7395811772217427,0.21096989061995042,0.841622007542774,0.030353805533004263,0.8438128636583061
70,0.2963081204559901,0.23360775104990994,0.04209318963636188,0.01787393473341381,0.9877223897360315,0.42777313373586234,0.3843266471596817,0.6796472826930698,0.21825388786506417,0.9499611839502253
71,0.4237701199309234,0.34213260011189495,0.9615507321375663,0.44485243282754083,0.4890484004492832,0.35164987234190537,0.9095484730121384,0.5689554832818507,0.7621745871816447,0.8118067183508864
72,0.6315443786761603,0.5429404444893278,0.1293806169667009,0.37582121900794097,0.09914611227762393,0.6229540441833817,0.4468741952004389,0.7779849715709368,0.22047048099936983,0.16456605842933492
73,0.4241850557459762,0.4466887217446649,0.2541472801278144,0.8251348756614191,0.4852556041472411,0.5434058521982641,0.30476091279732576,0.18180846566694975,0.08591038820282049,0.7141191409249159
74,0.3252951340230311,0.7126213330985128,0.816779466505636,0.18161396775660266,0.3709410081577652,0.90194019674915,0.8066935196947392,0.9848584027624758,0.7542482596820808,0.39319520102792227
75,0.3321910331156046,0.6936180574737952,0.7711228158518866,0.6546506868659545,0.15159507480009937,0.875883083517057,0.5390945527360087,0.2824724263700037,0.4252281854376939,0.03757109039890738
76,0.22566458305205506,0.2117981498815027,0.7925397676213367,0.18690729645011817,0.0666598298233061,0.9985608065856286,0.024817211445149145,0.8352440601588657,0.3653668415506528,0.8416154597578153
77,0.9905051420006733,0.4126176769114265,0.37201808579278317,0.7764129607419968,0.34080354025301784,0.9307573256035647,0.8584127518430118,0.42899402737501835,0.7508710677914974,0.7545428740846823
78,0.718699265972796,0.5862354987807616,0.4923670487012489,0.19231577278435052,0.4639362634548909,0.24581858702257464,0.9148421498516547,0.33540681349634693,0.9522640145333723,0.5330552900947112
79,0.7066298698787096,0.6100074170794857,0.3129073942136482,0.27109625376406576,0.5976682827027031,0.8660956336116915,0.9467337289233956,0.10590580440375763,0.15482861259771985,0.9447362587830797
80,0.8258882264268146,0.3035039091479522,0.3984787621092144,0.3169130138185443,0.46738733544792543,0.28557961623863637,0.9616114422544468,0.31284462800566815,0.09804453811093983,0.5268171660504134
81,0.35609672589784624,0.9865152487929797,0.6057748193568872,0.23722679173599448,0.10178247262040374,0.15285913918433203,0.24595772838450813,0.16068137325955567,0.18656702405130576,0.2850951686938471
82,0.3881657061269955,0.674130295536063,0.25990497924283285,0.3451922084942105,0.9174858431319902,0.2905045056714204,0.4699882681579366,0.8901411373960146,0.7077213502675275,0.06220322616470275
83,0.17337359529475482,0.8967654246264252,0.08023374566164221,0.5245113895702547,0.4103968269896615,0.9823786169086064,0.11203890216805235,0.39785559904574164,0.9694704332753689,0.8655071258939803
84,0.11043186341110267,0.28918744629594983,0.309806875322469,0.24995694639762123,0.5150056597097231,0.5355538148796726,0.3568859751711102,0.353789158736436,0.8285555979060814,0.7892928483196856
85,0.8116270144448535,0.29391676050493376,0.4463263599865612,0.7270185270141339,0.6929202292247886,0.9873684723122,0.22516102421593187,0.6623179135395824,0.6096819082757774,0.9150984544900299
86,0.35390566721181704,0.6033255656445984,0.31200130610845034,0.9098236408320604,0.870400463105837,0.558231750279661,0.32479891538036054,0.29338967558297835,0.03341799470505946,0.8158208510252952
87,0.9457764972463472,0.13257407748448236,0.7746729371817983,0.2648163217783188,0.9335931437012516,0.7199595393694795,0.753813712978369,0.21905917305988332,0.4430399766351608,0.6178131945892864
88,0.08464875358462898,0.11927167203974343,0.22458238265390107,0.5001979355227852,0.8404427505460201,0.7012933420883841,0.7890406042020471,0.3509756239260914,0.40465374164855017,0.3936818859906128
89,0.2532723835227151,0.009978776658449373,0.723443662354912,0.5356565993475786,0.8361177032072488,0.8213883629006943,0.8433261677878832,0.48509465997954015,0.33362839583686565,0.79155820259137
90,0.3508191093350156,0.36255979655909454,0.8057145256682179,0.328179482797612,0.20905937370684602,0.08468834187530683,0.4666931208844084,0.4821320989198419,0.8409087104029072,0.22123869644606398
91,0.1744092671114995,0.47164949075059537,0.09142199181713817,0.6256819122613526,0.5505316805962256,0.40736552421283234,0.5213770214737412,0.8965746584690102,0.19629430231106704,0.022564511705347234
92,0.29992939747306624,0.47430866486843026,0.16802005219267857,0.3547972896563887,0.3999830182935685,0.05739184368827355,0.5833072481842045,0.8843434279712875,0.15174291295305242,0.597808013401514
93,0.3053106766967313,0.21264437637109612,0.03318935456242622,0.3039464012407238,0.653162790531283,0.9383048184484827,0.871204482263052,0.7660647765353026,0.7884473432532987,0.6649849034759953
94,0.8392079530394589,0.03199446014432472,0.9401798347292414,0.8920743510936207,0.5355219160859636,0.5435955749112921,0.6537779229561563,0.387050011934887,0.6472222833978555,0.04476838868848687
95,0.059587097353143714,0.6043593197147711,0.7636922693503205,0.5234013709220082,0.2267726253196457,0.6665219766930349,0.08010572660960225,0.4418337048019546,0.1633667583984202,0.18445905105988336
96,0.45002423952780257,0.33269017969267,0.4382986080331659,0.26269330988000517,0.1647177469429809,0.6891433569803377,0.5145711162678005,0.20015421124936683,0.3195894262599983,0.5918079076633259
97,0.2310747965880714,0.6718927435987284,0.019710537754364155,0.10410858198457384,0.7999160853731894,0.1785446620543336,0.6527461078518747,0.23818278104672652,0.09944139275934516,0.24317219099945409
98,0.7133495858845524,0.8952068376871993,0.5116774421156661,0.5321134852653157,0.10717201133977605,0.44741236682345464,0.5326172664550232,0.24247050363472966,0.26924323094938096,0.37728416310462265
99,0.08559955282276832,0.18345788475886504,0.7584036730342032,0.02198652203932361,0.8168779858937828,0.013949018691911452,0.6571188390612733,0.36509392023180587,0.6114948527191991,0.6960314069891137
100,0.7298891177035978,0.41093290496275825,0.6292191930082921,0.6993129211553037,0.7111218170152859,0.05196609813118025,0.8597478056850669,0.45825331476504794,0.26241608169621444,0.2417645074796816
101,0.3352790500782957,0.06701653775120997,0.9753431334790705,0.8169739072718367,0.8525474212459705,0.9379652314338942,0.08510348611978535,0.38559759251333336,0.07103488904400213,0.21079310155002862
102,0.5200826832165839,0.830250192781385,0.4192492493189658,0.1939939562233972,0.28485267661061364,0.5051640182933148,0.5313307926731757,0.8055808264412336,0.7913527236523344,0.5813665572045749
103,0.7945155444907487,0.7070864772666982,0.05022601146397376,0.07290183536790351,0.4028732826326371,0.2952904940479433,0.23238432305604784,0.2810044989087136,0.8034827432968846,0.9292280536318539
104,0.007357829625414536,0.5182057321825209,0.03752865753180312,0.569230212091448,0.9207708496360754,0.9684191305004078,0.5405526753889242,0.45820480525221596,0.945017094248494,0.6736098319966951
105,0.2688615449790066,0.02103690246046863,0.7228392039002123,0.03248659669016496,0.5952768411040545,0.5391937941273144,0.9688146905778044,0.48421313934764165,0.06360143637779736,0.5516879678064617
106,0.10671181910235428,0.6495560067569618,0.8679995918950899,0.828185869323453,0.6260547089808013,0.07527871665167363,0.11239702717601296,0.049308987109824676,0.2574792164924693,0.13566146716037775
107,0.5102129164781221,0.12784973699346702,0.7389920631562439,0.39688797822491895,0.26292424763214706,0.37549862202072015,0.49775656360689635,0.34311551641700944,0.24190577259175783,0.39850202880398033
108,0.34609972653778553,0.9756102008599149,0.640972077345332,0.822480563634361,0.13252467274184843,0.8620144822726226,0.9227571905133943,0.4870619188189359,0.6062529377509774,0.7648098009029954
109,0.27090922324687117,0.8554081621042879,0.03188479520859211,0.0760999889807743,0.2739148706299037,0.19987297464944365,0.23185961388284837,0.7979431892533,0.5631265938920469,0.0057706612929679935
110,0.9881240759546354,0.4852304557653562,0.17916391829015088,0.8911400917935094,0.4603553731348269,0.7096713435045244,0.9837115832091518,0.050175350319974,0.09669455978756714,0.7204567414627562
111,0.20299355919119721,0.45186904465227784,0.7969475040156458,0.5904261031078913,0.09691732706699485,0.5480214972291351,0.7027382992895869,0.7927034057807514,0.6291175786342668,0.15265816454078374
112,0.6459515311120451,0.9728943893876949,0.05573552650140212,0.5739615175016297,0.8630287792502848,0.4813827117484275,0.07852718594157282,0.5605393524167709,0.33207389082382044,0.1549417853379359
113,0.9627848079807322,0.12665587284719393,0.4206302368788194,0.48094160808430353,0.3763118169549976,0.363189123716225,0.05226866756159654,0.6855386205626233,0.4362144171200454,0.19479380264392676
114,0.7755276166950106,0.4532888347480276,0.52439026932758,0.44076274693822814,0.400763060875326,0.5596403313082179,0.1552402459307125,0.18192813049527112,0.8617856210135173,0.9461154621336327
115,0.5806452259096341,0.9359372482485595,0.6722506872941947,0.481277951219237,0.8096750362658893,0.9505328209544089,0.022066148682290843,0.9825212722560387,0.08613213906368034,0.8143867792687614
116,0.3721670238375133,0.432076882944196,0.4394049896944522,0.6129395824945255,0.9430758377447076,0.24069271183250496,0.12150137630091806,0.19747048985993731,0.8869249002092695,0.645810812655206
117,0.36524420161537186,0.39278564632870494,0.6956407534454081,0.9378869760948835,0.5423589504923214,0.7683999289487798,0.08920655881696382,0.21115803743192696,0.5021316409195324,0.02001172362877479
118,0.8106835703375919,0.948369552788919,0.09132573433355706,0.16144768603292103,0.9607463027713554,0.5375401436403463,0.014196634471723701,0.25763199876352916,0.4499436742688596,0.6929089110247677
119,0.26532613755546697,0.6015538792998241,0.2965599122059307,0.7144241640712422,0.759005282521931,0.10251596406647445,0.5138544642067677,0.5088905555910559,0.36928077021554107,0.9329248625696721
120,0.5270709385134583,0.03820278375739106,0.615214896596914,0.8280432857742522,0.15750054807580383,0.5943317339265958,0.5936105444464144,0.16418496405635874,0.12346357373073602,0.9800519429764848
121,0.37783921372718665,0.06203676362878152,0.33930526730956745,0.5059316543195584,0.1619230066322137,0.658102218056492,0.9977493890102006,0.4517394759814438,0.35472855673021264,0.40070416683446664
122,0.28266736054115904,0.460868735269652,0.6713044235642798,0.1621833724078774,0.4864423871418745,0.7385390394759076,0.866855213027066,0.6262592746624267,0.6690535153169479,0.12628347258456896
123,0.6295576968917366,0.05433203482290383,0.7486452341262,0.31758679526111666,0.00013469300448532007,0.5111291392372298,0.046851908527603126,0.27616955782089947,0.7069764874557162,0.06268962162186587
124,0.6522916485919397,0.8456043629899068,0.6924928266692253,0.42993107739014813,0.6729666223944324,0.2753811742554185,0.3063134987782127,0.7889851599207933,0.4464195164015822,0.7983803405183525
125,0.3116529166546489,0.5253182644507214,0.06605530782216007,0.9725682356497368,0.360059901930726,0.4778673549131358,0.3552839742369226,0.6825117301162001,0.662232158329593,0.7153223105291356
126,0.9962244930446387,0.47453356262244073,0.8160567571143236,0.43206728506661773,0.7963907226197089,0.5954148016201084,0.8865954415023983,0.4109425523501099,0.6043044198214789,0.6300186806188274
127,0.42001100429566285,0.57835976311654,0.8326117733261311,0.8041655649838841,0.8664231835397002,0.05961732534465902,0.6920505530397448,0.13998737672176287,0.415818568018411,0.5485884150546885
128,0.947170616843394,0.13593274736732064,0.4976495545052182,0.21417625273958685,0.06007316835498244,0.3255033381261354,0.14368762518421274,0.7099330734342463,0.5337254136714444,0.14383447099031088
129,0.7202679239473956,0.6872830044131277,0.09575419866335766,0.9225724049058001,0.5684722021568196,0.36372552113568424,0.7565385834953067,0.25736545840163405,0.6935098370463204,0.03971120757224722
130,0.013281203458580082,0.5420152984797261,0.4595629775055219,0.49896794422079305,0.07221318533518795,0.6844353610693075,0.5032204148586344,0.765148849861264,0.48529063406171535,0.14938163622643208
131,0.8103032991233325,0.13503813668054743,0.46865163699638523,0.938578239586033,0.18583205556534255,0.9779934237382346,0.994287985761059,0.5556171546824029,0.17014274017715791,0.31610488794089564
132,0.20888272400516372,0.3687071708647952,0.3698132559871766,0.0523550201874724,0.7675676285179183,0.416504431903879,0.8221798868164233,0.8503480011198954,0.21199405469865806,0.6573534821701286
133,0.5124285513766563,0.6727136115004362,0.3871305089711483,0.2513076871421568,0.16620053680874547,0.3494741195326255,0.741806475246172,0.7567049101114696,0.6669053866842103,0.2340281753068746
134,0.281825003295472,0.18430139695009906,0.039361879819729495,0.021846711986201806,0.7744856031197909,0.13443342736955,0.4677206159711509,0.605896815179483,0.42835180056884625,0.027106652336233106
135,0.5201635011119934,0.8521815003185401,0.5519068387744855,0.5609379715353863,0.876653602658345,0.40348286621239704,0.13401522845064073,0.028782676313338973,0.755137255673619,0.6203095513534647
136,0.7582631959290226,0.02458691645880151,0.022123551528997254,0.32361021914954125,0.48864319040466575,0.7704074178077932,0.6832953766065052,0.44590270637674834,0.2736266662816659,0.9971245001577111
137,0.33520804737087273,0.1737615931357438,0.7120140203307808,0.8259782127080818,0.10063747852353333,0.23987411275594472,0.1419719897609939,0.3479414115821666,0.45035097890541265,0.7488263369633065
138,0.2944488920695857,0.38509772860192526,0.8511366715168569,0.31692200515627766,0.1694927466860925,0.5568012624583502,0.936154774160781,0.696029796674973,0.570061170089365,0.09717649377076854
139,0.9383404568210378,0.18123306616566015,0.0664962673667775,0.741120649290059,0.5744731131799119,0.8418287767582721,0.1397723766262895,0.7952673118598902,0.20162732004774453,0.1636559428657045
140,0.08483771408519192,0.9866395785011755,0.3742707957561203,0.3706421470668909,0.8127995672575026,0.9472485773838587,0.9860010638228709,0.7533781852589416,0.37625958553091576,0.08350071669866876
141,0.2277497361032096,0.9640288471655137,0.909454610937242,0.7221432354559059,0.5333866287653626,0.869969159647685,0.1306523438234629,0.790509794274885,0.1248208139668483,0.7942106625494054
142,0.45631682055096234,0.1707682600033369,0.2672098954860741,0.509113385187522,0.1474539174261349,0.6116556756460141,0.5657473065511459,0.7147023163822577,0.9377046153793677,0.9122545611011557
143,0.24734031581908333,0.6406151835488874,0.6666004790466192,0.1626997438085659,0.5650853124527563,0.7716269109786077,0.4988956645359419,0.012103116776107425,0.009038469079292177,0.3570293439700122
144,0.39371916965303755,0.22742172872352928,0.17132454445437495,0.6676017135832351,0.6094452973272788,0.6435521229874175,0.08800602751145226,0.893534583498437,0.3892663968090483,0.31336940643035793
145,0.404910814269844,0.1983725398477013,0.961640492315304,0.5114675400426174,0.7339203702877005,0.4110471935560581,0.35513176402571633,0.407164298467125,0.4091966437856498,0.5441801159419536
146,0.8162278518628002,0.9882621151431868,0.38885149647411643,0.04741563614008493,0.8011715032953248,0.6043807190828081,0.19854285886820167,0.49482845662142017,0.7423102455337244,0.7704117870686438
147,0.5537114853580112,0.541704812410004,0.76190181260487,0.8336499619375856,0.44044135031242404,0.30233324935149375,0.25933489731709447,0.19462383670487193,0.05764758219902488,0.34244797883471334
148,0.8712769881211572,0.19258163245852788,0.09761876053514895,0.8977958063920259,0.34989546364739865,0.5513173906628142,0.35954314452000347,0.1258023363460513,0.589331644947728,0.5251408517696297
149,0.16036540611974315,0.6736454174749077,0.17925325573928075,0.6939495905101568,0.22959816075396866,0.11755130015021997,0.16528449014295743,0.001992135219070268,0.7187396178535302,0.7324010490583791
150,0.721449157109572,0.941278928906798,0.8816353491754106,0.5151922261382137,0.7746526197930176,0.562144753827585,0.5527038900455401,0.1147419583381919,0.12613765801615207,0.5295336150224574
151,0.23194709611597542,0.39090599590551467,0.594476335186173,0.4967668588591694,0.9877855202148873,0.13643975255673313,0.6951445540475938,0.4043187681042921,0.42819961492561476,0.7175977656581762
